positions,overall_rating,value_euro,short_passing,positioning,composure,velocidade,finalizacao,drible,fisico
ST,66,1300000.0,56,57,50,82.0,61.5,69.0,61.5
ST,66,675000.0,61,67,52,59.0,66.33333333333333,57.4,63.5
"RM,LW,RW",66,950000.0,69,64,47,78.0,46.333333333333336,64.8,68.5
"RM,ST",66,750000.0,59,64,62,74.5,64.5,69.6,69.0
"ST,LM,CAM",66,1200000.0,64,68,61,71.5,61.666666666666664,67.6,56.0
"LW,CF",66,950000.0,65,69,58,75.0,58.833333333333336,64.4,59.0
"ST,CF",66,1000000.0,53,64,61,71.0,64.0,61.4,63.0
ST,66,925000.0,62,69,57,62.5,64.33333333333333,60.0,64.0
RW,66,950000.0,69,64,57,75.5,54.833333333333336,65.0,54.5
ST,66,525000.0,56,66,68,75.5,63.5,71.2,63.5
"LB,LWB",66,750000.0,62,65,62,83.5,48.666666666666664,69.6,64.5
"CAM,ST,CF,LM",66,1400000.0,69,64,59,65.5,57.5,65.2,61.0
"LM,ST,LB",66,1400000.0,68,59,58,71.5,58.333333333333336,70.6,62.0
"ST,RM",66,875000.0,60,65,62,76.5,62.5,62.8,68.5
"CM,CAM,ST",66,625000.0,68,73,69,41.5,64.83333333333333,54.6,81.0
"RB,RM,ST",66,475000.0,63,66,50,78.0,63.0,68.0,80.5
"LB,LWB",66,675000.0,65,64,63,68.0,53.0,66.2,68.5
"RM,ST",66,750000.0,56,58,64,90.5,59.5,66.8,66.5
ST,66,950000.0,64,69,63,77.5,57.5,69.0,69.0
"CAM,ST",66,625000.0,67,64,68,58.5,67.16666666666667,62.2,48.5
"CAM,CM,LW",66,650000.0,67,64,57,69.0,66.83333333333333,64.0,74.0
"LM,ST",66,400000.0,65,71,64,68.5,64.16666666666667,65.0,65.0
"ST,RM",66,1000000.0,60,61,68,79.5,60.666666666666664,63.0,74.5
"CM,RW",66,750000.0,70,59,68,62.5,63.166666666666664,66.6,61.5
ST,66,900000.0,51,57,51,84.5,60.333333333333336,64.4,72.5
ST,66,675000.0,46,72,65,71.0,65.0,67.0,67.0
ST,66,900000.0,64,65,57,63.0,62.833333333333336,59.6,70.0
"CAM,RW",66,875000.0,67,66,59,67.0,51.0,77.4,46.0
"RW,CAM",66,875000.0,67,66,58,72.5,50.333333333333336,69.0,68.0
"LM,ST",66,600000.0,61,68,76,63.0,63.0,66.0,72.0
ST,66,575000.0,55,62,57,77.5,62.333333333333336,69.4,76.0
"RW,RM,LM",66,775000.0,61,66,62,84.0,49.5,72.4,59.5
"RW,CAM",66,750000.0,62,64,58,85.0,56.333333333333336,69.2,69.0
ST,66,525000.0,63,66,63,67.5,64.33333333333333,68.0,76.5
"ST,RW",66,925000.0,68,65,64,72.5,60.166666666666664,67.2,67.0
"CB,LB,LWB",66,425000.0,58,44,71,69.5,48.333333333333336,59.8,82.0
LW,66,700000.0,62,57,58,91.5,54.333333333333336,70.8,43.5
"RM,RW,LW",66,875000.0,58,55,47,83.5,50.0,69.0,60.0
ST,66,850000.0,63,63,63,72.0,61.166666666666664,66.0,62.5
"LW,CAM",66,1000000.0,69,54,64,76.0,45.0,70.2,55.0
"RW,ST,LW",66,1400000.0,62,59,60,67.0,61.5,63.2,58.5
LW,66,1200000.0,58,63,52,91.0,49.666666666666664,76.8,56.0
"LW,RW",66,1300000.0,65,61,68,82.5,54.833333333333336,70.4,58.5
"LW,LM,CAM",66,1300000.0,66,60,55,81.0,59.666666666666664,66.4,60.0
"LW,RW",66,1000000.0,59,55,56,73.0,61.0,70.6,46.5
"RW,LW",66,1200000.0,65,65,69,81.0,59.0,71.4,56.5
"LM,RM,ST",66,825000.0,64,63,55,84.0,49.0,68.0,61.0
ST,66,775000.0,63,61,61,68.5,63.666666666666664,56.0,80.0
ST,66,1100000.0,63,65,49,68.5,64.16666666666667,65.0,58.5
RW,66,600000.0,67,58,64,85.0,50.333333333333336,68.6,55.0
"LM,LW,RW,ST",66,700000.0,63,68,62,84.5,59.666666666666664,64.6,68.0
"LW,RW",66,900000.0,65,60,59,85.0,56.333333333333336,67.2,64.5
ST,66,700000.0,61,67,66,78.5,63.0,62.2,75.5
"RM,ST,CAM",66,875000.0,63,65,68,74.5,65.0,69.2,71.0
"LM,LW",66,750000.0,63,60,66,86.0,53.833333333333336,71.2,63.5
"CAM,LW",66,625000.0,73,64,61,46.0,64.0,65.2,47.5
ST,66,825000.0,54,61,56,79.0,63.5,63.0,75.5
"ST,RM",66,575000.0,65,70,71,54.0,67.5,53.0,69.5
"CM,CF",66,650000.0,67,68,52,70.5,61.0,69.4,80.0
"CAM,ST",66,1100000.0,66,66,62,68.0,61.166666666666664,66.2,75.0
ST,66,300000.0,54,68,69,63.0,66.0,65.2,64.5
ST,66,400000.0,54,71,68,44.0,64.16666666666667,59.0,69.0
"ST,RW",66,1200000.0,56,63,64,88.0,58.166666666666664,69.6,62.5
ST,66,875000.0,66,71,62,64.5,62.833333333333336,65.8,69.5
ST,66,575000.0,63,64,65,59.0,67.16666666666667,57.4,73.0
"RM,ST",66,675000.0,61,60,69,81.5,62.5,68.0,74.5
ST,66,850000.0,59,67,57,66.0,62.666666666666664,61.0,68.5
"LW,CM",66,675000.0,69,70,68,58.5,58.333333333333336,68.0,62.5
"RW,RM,LM",67,1100000.0,65,60,55,81.5,55.333333333333336,74.4,53.5
"LM,LW",67,1100000.0,63,61,62,73.5,51.333333333333336,71.8,49.5
"RB,RWB,RM",67,900000.0,54,54,52,71.5,42.0,67.2,63.5
"LB,LM,LWB,RM",67,1100000.0,67,65,63,84.0,62.166666666666664,67.8,63.5
"RW,RM",67,1000000.0,60,71,60,86.5,53.833333333333336,71.0,58.5
"LM,LW",67,1300000.0,63,66,66,81.0,52.833333333333336,71.6,62.5
ST,67,975000.0,54,71,58,58.0,59.333333333333336,57.8,63.0
"CAM,ST,RM,LM",67,1200000.0,64,65,60,82.0,61.166666666666664,71.6,63.0
LW,67,1000000.0,59,62,60,87.0,54.666666666666664,74.0,54.5
"RM,RW,CAM",67,600000.0,68,68,68,63.5,63.666666666666664,70.6,52.5
"CM,CAM,LW",67,1600000.0,74,63,72,64.0,54.833333333333336,67.4,60.5
ST,67,400000.0,53,71,65,33.5,67.16666666666667,53.8,59.0
"RM,RW",67,1000000.0,65,60,54,76.5,55.833333333333336,67.8,55.5
"LM,CAM,ST",67,775000.0,62,63,59,85.0,54.166666666666664,74.2,64.5
"ST,CF,CAM",67,975000.0,60,67,56,69.0,63.666666666666664,69.2,57.5
"RM,RW",67,1000000.0,66,55,57,77.5,44.666666666666664,71.0,62.5
"ST,LW,CAM",67,750000.0,59,67,70,85.0,60.0,62.8,79.5
"LW,RW,CAM",67,260000.0,67,66,62,52.5,61.833333333333336,73.2,63.0
"ST,RW",67,1000000.0,61,66,65,85.0,60.666666666666664,70.2,71.0
ST,67,600000.0,48,68,52,64.5,68.33333333333333,56.4,77.5
"LM,RM,RW",67,1100000.0,64,64,63,73.5,60.333333333333336,68.0,61.5
"LW,RW",67,1000000.0,62,69,74,83.5,62.166666666666664,72.8,73.5
LWB,67,600000.0,64,57,60,91.0,55.166666666666664,64.2,74.0
"ST,CF",67,,56,65,67,74.5,68.66666666666667,67.4,63.5
"RM,RW",67,750000.0,65,62,60,77.5,59.833333333333336,74.6,54.5
"RB,RWB",67,950000.0,63,50,49,66.5,42.333333333333336,63.4,61.5
"RB,RWB",67,800000.0,61,59,63,72.0,45.333333333333336,67.2,73.5
ST,67,1000000.0,51,70,62,68.5,67.33333333333333,62.4,62.5
"ST,CF",67,475000.0,58,73,60,61.0,61.833333333333336,64.2,71.0
"LW,LM",67,950000.0,67,42,57,85.0,56.0,70.6,65.0
ST,67,1100000.0,60,70,63,77.0,63.166666666666664,64.4,61.5
"LM,LW",67,1200000.0,67,61,61,78.0,63.5,65.4,69.0
ST,67,1200000.0,63,64,58,84.5,59.333333333333336,65.6,72.0
ST,67,800000.0,65,68,64,66.5,63.666666666666664,63.8,65.5
"CAM,RM,LM,ST",67,1400000.0,68,68,53,78.5,55.5,72.4,66.0
ST,67,975000.0,48,68,57,80.5,62.166666666666664,67.6,68.0
"RM,ST,LM",67,775000.0,62,64,62,76.0,69.0,68.6,71.5
ST,67,1100000.0,49,65,62,73.0,62.333333333333336,65.0,68.0
ST,67,925000.0,58,62,67,88.5,63.833333333333336,70.6,65.5
ST,67,825000.0,65,70,72,73.0,59.5,65.2,81.5
"LWB,CB",67,425000.0,62,49,65,70.0,49.0,60.8,76.0
"ST,LM,CF",67,825000.0,62,58,56,72.0,63.833333333333336,71.8,75.5
ST,67,1600000.0,57,71,60,85.0,58.333333333333336,62.4,71.0
"ST,RM,RW",67,1000000.0,59,68,59,73.5,63.666666666666664,69.4,58.0
ST,67,900000.0,48,72,65,62.5,62.166666666666664,60.2,69.5
"RW,RM,LM",67,950000.0,61,59,55,82.5,58.166666666666664,70.0,53.5
"ST,LM,LW",67,675000.0,59,67,64,79.0,63.0,70.0,67.0
"ST,LW",67,725000.0,57,68,57,83.5,63.333333333333336,69.2,67.5
"LW,LM",67,1500000.0,67,58,64,88.5,53.166666666666664,71.0,61.5
ST,67,1300000.0,62,60,59,66.5,67.5,58.8,67.5
ST,67,1100000.0,57,72,55,70.0,60.666666666666664,61.8,71.5
ST,67,1200000.0,58,68,49,70.5,67.16666666666667,65.4,63.0
ST,67,1100000.0,53,65,63,71.0,62.166666666666664,67.4,59.0
ST,67,1300000.0,45,71,63,71.0,64.66666666666667,63.6,59.5
ST,67,975000.0,54,69,64,67.5,63.333333333333336,61.4,80.0
ST,67,1300000.0,51,72,65,76.0,60.833333333333336,59.6,62.5
ST,67,800000.0,69,65,64,77.5,67.5,69.0,72.0
"ST,RW",67,675000.0,71,75,60,72.0,61.833333333333336,60.8,71.0
"LM,LW",67,675000.0,60,65,62,72.5,58.5,72.8,50.0
ST,67,600000.0,68,74,66,32.0,69.33333333333333,57.2,55.0
ST,67,725000.0,62,64,64,67.0,66.0,66.2,76.5
"RB,RWB",67,800000.0,59,65,62,79.5,39.166666666666664,63.2,75.0
"LW,CAM,LM",67,750000.0,72,65,61,60.5,59.666666666666664,71.2,55.0
"LM,ST,RM",67,775000.0,63,67,66,76.5,64.33333333333333,70.4,62.0
ST,67,1000000.0,51,68,60,73.0,65.83333333333333,64.6,65.5
"RW,CM",67,1000000.0,63,59,61,85.5,52.5,72.4,67.5
"ST,LW",67,1600000.0,65,66,57,69.5,64.83333333333333,62.8,71.0
ST,67,750000.0,60,71,68,79.0,61.666666666666664,71.6,63.5
"RW,LW,ST",67,1600000.0,62,69,67,80.0,64.5,68.2,70.0
"CAM,ST",67,725000.0,65,67,68,66.0,70.16666666666667,67.0,58.0
"CAM,RW",67,825000.0,72,62,66,66.5,59.333333333333336,66.6,61.0
"LB,LM,LWB",67,1000000.0,62,59,48,81.5,52.666666666666664,67.0,61.5
ST,67,1600000.0,63,69,59,79.5,62.166666666666664,68.4,60.0
"CAM,CM,LW",67,1300000.0,64,54,69,79.0,50.5,77.0,59.5
"LW,ST",67,1100000.0,64,65,57,72.0,62.333333333333336,69.4,55.5
"CF,CAM,LM",67,825000.0,67,60,58,76.0,64.66666666666667,67.4,70.0
"LWB,RWB,LM,RM",67,600000.0,61,41,53,76.0,40.5,62.0,81.5
"LM,LW,RW,RM",67,925000.0,63,62,67,86.0,50.5,74.8,58.5
"RWB,RB,RM",67,575000.0,59,52,67,80.5,54.166666666666664,65.2,79.0
"LM,RM,ST",67,900000.0,62,61,60,77.5,62.333333333333336,68.6,71.5
"RB,RWB",67,900000.0,57,57,57,73.5,40.666666666666664,66.4,67.5
ST,67,1300000.0,62,62,65,66.0,67.66666666666667,62.6,65.5
RWB,67,600000.0,64,50,65,85.5,51.166666666666664,63.6,76.0
ST,67,825000.0,48,65,57,77.0,60.333333333333336,66.6,80.0
"ST,CF",67,950000.0,55,70,69,77.0,64.5,67.2,66.5
"LM,RM,ST",67,1000000.0,64,66,62,68.5,61.333333333333336,63.6,67.5
"RB,RM,RWB",67,1500000.0,61,56,53,75.0,49.833333333333336,63.4,75.0
ST,67,925000.0,59,67,66,82.0,62.666666666666664,66.6,72.0
"RM,LM,ST",67,775000.0,62,61,66,88.5,57.333333333333336,70.4,59.0
"RM,ST",67,1000000.0,58,61,58,88.0,56.166666666666664,76.8,51.5
"CAM,CM,LW",67,1500000.0,67,58,69,72.0,60.0,74.2,44.5
"RM,RWB,RB",67,925000.0,64,57,49,79.5,42.5,69.8,77.0
ST,67,1000000.0,58,66,48,59.5,65.0,59.8,72.5
ST,67,900000.0,61,67,58,65.5,63.0,56.4,78.0
"ST,CAM",67,1000000.0,69,70,58,73.0,60.666666666666664,80.4,45.5
"RW,LM,CAM",67,1100000.0,67,63,62,76.0,53.5,72.2,68.0
"ST,CAM",67,475000.0,62,73,72,62.0,62.5,71.0,69.0
"RW,RM",67,1400000.0,61,62,68,91.5,53.166666666666664,71.0,54.0
ST,67,1600000.0,59,68,69,71.0,62.0,68.0,62.0
ST,67,1100000.0,68,66,65,68.0,61.333333333333336,67.0,69.5
"RM,CAM,LM,ST",67,1200000.0,62,56,64,78.5,54.5,70.4,60.0
"RM,LM,RW",67,825000.0,69,55,59,77.5,52.0,71.4,72.0
"CAM,CM,RW",67,900000.0,64,61,68,74.0,56.666666666666664,72.6,59.0
"RM,CF,CAM",67,600000.0,67,61,58,74.0,58.166666666666664,70.0,69.0
"LB,LWB",67,600000.0,63,56,58,76.0,41.666666666666664,63.8,57.5
RWB,67,725000.0,64,52,57,69.0,54.166666666666664,67.4,73.0
ST,67,800000.0,64,70,61,52.5,64.5,60.0,74.5
"LW,RW,ST",67,800000.0,66,66,64,77.5,64.5,67.6,59.0
"ST,LW",67,825000.0,67,67,49,74.5,64.83333333333333,70.0,64.5
"LW,LM,RM,CAM",67,775000.0,57,59,66,85.5,55.0,74.4,50.0
"ST,LM",67,725000.0,56,69,62,86.0,61.166666666666664,71.0,60.5
"CAM,LW,RW",67,675000.0,66,77,66,52.0,70.0,69.4,60.0
ST,67,800000.0,56,67,63,82.0,60.0,66.4,73.0
"ST,RM,LM",67,900000.0,49,64,63,65.0,66.0,58.2,78.0
"RW,RM",67,1100000.0,60,62,65,87.0,58.166666666666664,74.2,42.5
"ST,CAM",67,1100000.0,60,69,62,73.5,64.33333333333333,70.0,69.0
ST,67,750000.0,63,70,62,60.5,67.16666666666667,55.4,70.5
ST,67,1000000.0,64,64,62,70.5,64.66666666666667,64.2,60.0
"RB,RWB",67,575000.0,61,61,52,82.0,38.5,65.4,75.5
ST,67,475000.0,64,71,70,59.0,66.16666666666667,65.4,58.0
ST,67,825000.0,63,69,66,36.5,69.83333333333333,51.8,77.0
ST,67,975000.0,58,67,60,72.0,61.5,59.4,75.0
"LM,LWB,LB",67,800000.0,64,55,66,87.5,53.666666666666664,69.4,64.5
ST,67,900000.0,57,71,58,73.0,62.833333333333336,67.6,60.0
ST,67,350000.0,62,75,70,51.0,69.0,60.6,60.0
ST,67,675000.0,59,69,65,47.0,68.33333333333333,53.8,79.5
"LW,ST,RW",67,800000.0,64,60,48,91.0,47.5,69.6,63.0
"LW,RM,ST,LM",67,775000.0,65,67,71,68.5,57.333333333333336,68.0,60.0
"ST,LM",67,825000.0,60,66,52,77.5,63.0,65.2,67.5
"LM,ST,LW",67,750000.0,62,65,60,81.5,58.166666666666664,70.2,65.0
"ST,LM,LW",67,750000.0,59,65,65,93.0,61.333333333333336,68.4,79.0
LW,67,975000.0,58,70,71,75.5,58.5,68.6,60.5
ST,67,1000000.0,64,65,70,54.5,66.16666666666667,63.0,71.5
ST,67,1300000.0,61,59,64,87.0,61.5,77.8,67.0
ST,67,1200000.0,65,66,55,65.0,63.333333333333336,59.2,66.0
"ST,RW",67,825000.0,57,62,64,66.5,67.66666666666667,71.2,62.0
"ST,LW,RW",67,1100000.0,57,70,55,69.5,61.833333333333336,61.8,68.5
ST,67,1700000.0,57,68,55,70.5,63.5,64.4,60.0
"ST,LM,RM,CM",67,1300000.0,73,71,63,79.5,57.666666666666664,71.2,65.0
ST,67,800000.0,59,68,64,52.5,67.16666666666667,50.2,76.5
"LM,LW",67,1000000.0,65,64,64,80.5,51.5,69.4,59.0
ST,67,825000.0,57,66,63,53.0,69.5,57.8,67.5
ST,67,1000000.0,60,67,65,66.5,66.0,65.6,65.5
ST,67,825000.0,59,62,57,71.5,63.166666666666664,65.2,76.0
RW,67,1200000.0,65,62,56,68.0,62.833333333333336,68.2,42.5
"LB,CB,LM,LWB",67,800000.0,61,57,68,68.5,42.833333333333336,62.6,71.5
ST,67,725000.0,60,70,69,68.5,64.0,63.2,65.0
ST,67,475000.0,60,62,61,72.0,66.33333333333333,68.4,69.0
ST,67,675000.0,52,73,55,47.5,67.83333333333333,55.4,80.5
"LW,LM,RM",67,750000.0,70,67,63,62.5,54.333333333333336,69.8,72.5
"RM,ST",67,900000.0,66,60,64,73.5,48.666666666666664,64.4,66.0
ST,67,1000000.0,58,71,48,63.0,64.16666666666667,63.4,62.5
"CAM,ST",67,725000.0,70,62,64,70.5,58.333333333333336,64.2,55.5
"ST,LM,LW,RW",67,975000.0,64,60,64,81.0,60.833333333333336,68.2,72.0
ST,67,1100000.0,58,65,67,71.5,64.83333333333333,67.8,62.0
"ST,RW,LW,CF",67,725000.0,65,63,65,67.0,64.83333333333333,61.2,70.0
"RW,LW",67,775000.0,64,58,60,88.0,57.333333333333336,71.4,53.5
ST,67,400000.0,62,67,65,53.5,68.5,64.6,59.5
"LM,ST",67,1200000.0,62,64,57,73.5,63.333333333333336,70.6,74.5
"LB,LM,LW",67,1000000.0,64,45,62,76.5,37.5,64.2,72.0
"RW,RM",67,1200000.0,66,61,62,81.0,57.0,73.4,53.0
"LW,RW,CAM",67,,66,59,57,78.5,64.0,67.6,54.5
ST,67,1100000.0,61,66,62,67.0,64.0,64.4,73.0
"RB,RWB,CB",67,800000.0,62,54,55,85.5,35.5,56.0,74.0
"RB,RWB",67,750000.0,57,52,59,73.0,47.5,69.8,71.5
ST,67,900000.0,62,70,69,60.0,64.83333333333333,65.6,75.0
ST,67,975000.0,62,62,67,61.5,67.66666666666667,60.6,71.5
ST,67,400000.0,59,76,65,52.0,65.16666666666667,62.0,67.5
ST,67,1700000.0,61,68,65,69.0,60.833333333333336,61.4,66.0
"CM,CF",67,650000.0,74,65,50,68.0,55.333333333333336,71.4,49.0
ST,67,950000.0,48,66,59,71.0,65.83333333333333,63.0,67.0
"LB,LWB",67,1100000.0,63,63,65,76.5,38.0,65.8,69.0
ST,67,825000.0,53,68,63,70.5,64.0,69.2,69.0
"ST,LM",67,800000.0,63,61,60,62.5,63.5,64.0,74.5
RW,67,1400000.0,64,67,58,79.0,55.0,68.0,59.0
"RB,LB,RWB",67,220000.0,67,54,60,82.5,48.333333333333336,70.4,73.0
ST,67,900000.0,65,69,70,54.5,66.33333333333333,58.4,69.5
ST,67,825000.0,64,67,64,65.0,61.833333333333336,73.6,64.0
ST,67,1300000.0,68,65,53,68.5,65.33333333333333,64.4,55.0
ST,67,750000.0,56,71,66,62.5,66.16666666666667,63.0,66.0
ST,67,1000000.0,60,65,60,63.0,66.0,61.8,67.5
ST,67,725000.0,59,65,70,58.0,65.5,54.2,73.0
"RW,RM,ST",67,1100000.0,64,64,65,85.5,56.833333333333336,67.4,72.5
ST,67,725000.0,60,70,68,37.5,70.66666666666667,49.6,70.0
LW,67,825000.0,58,62,56,87.0,49.166666666666664,72.8,59.5
"LW,RW,CAM,LM",67,950000.0,69,67,59,74.5,54.833333333333336,67.2,53.5
ST,67,1000000.0,59,66,58,69.0,64.16666666666667,62.2,65.5
ST,67,1200000.0,61,64,54,77.0,62.166666666666664,68.4,70.5
"ST,RM,LM",67,1000000.0,53,65,62,75.5,61.833333333333336,61.6,75.0
"LB,CB,LWB",67,800000.0,67,55,60,68.5,48.166666666666664,59.0,75.5
ST,68,950000.0,57,70,67,73.5,64.5,62.8,78.5
"ST,RM",68,1200000.0,63,61,58,76.0,63.5,64.4,72.5
ST,68,1200000.0,56,64,58,87.5,63.5,71.6,72.0
"ST,LM,LW",68,1400000.0,65,71,57,78.0,62.0,67.6,72.5
"LM,RM,ST",68,1200000.0,66,62,65,81.5,60.666666666666664,66.2,62.5
ST,68,1300000.0,63,72,59,73.5,63.0,66.2,64.0
ST,68,1200000.0,59,70,58,74.5,64.83333333333333,65.2,63.5
"RM,LM,ST",68,775000.0,67,62,73,79.0,64.0,71.6,72.0
ST,68,475000.0,67,74,59,64.5,65.83333333333333,61.2,68.5
ST,68,1200000.0,50,73,66,65.5,67.33333333333333,62.0,68.5
ST,68,1800000.0,60,66,63,78.5,62.833333333333336,65.4,77.5
"ST,CF",68,875000.0,58,74,76,51.0,71.33333333333333,63.6,63.0
"RM,ST,LM,CAM",68,550000.0,66,72,59,69.0,64.5,63.6,77.0
ST,68,900000.0,53,73,56,44.5,68.33333333333333,49.8,78.5
"ST,RW",68,900000.0,60,65,63,76.5,64.0,64.6,80.5
"ST,RW",68,800000.0,65,69,71,59.0,70.66666666666667,61.8,71.0
"RB,RWB",68,1000000.0,68,56,68,73.5,36.333333333333336,64.4,71.5
"ST,RM,LM,CF",68,900000.0,67,68,53,74.0,64.83333333333333,69.2,58.5
ST,68,950000.0,56,68,67,67.0,66.0,62.4,83.5
"ST,CF",68,900000.0,60,69,68,52.0,67.16666666666667,52.8,73.0
"LW,RW,LM",68,850000.0,64,73,67,78.0,56.166666666666664,69.8,69.5
ST,68,925000.0,57,70,60,53.5,66.83333333333333,58.6,80.0
"CAM,RM,ST,LM",68,1200000.0,71,69,63,60.0,67.66666666666667,62.6,70.5
"CAM,LM,ST",68,1300000.0,66,66,60,76.5,62.833333333333336,74.2,60.0
ST,68,1200000.0,64,64,60,71.0,64.5,71.0,69.5
"CF,ST",68,1200000.0,66,69,62,78.0,61.333333333333336,71.8,75.0
"ST,LM,RM",68,1000000.0,61,73,55,72.5,60.666666666666664,68.4,73.5
"RM,ST",68,1200000.0,62,64,58,87.5,63.666666666666664,68.2,68.5
"LM,RM,ST",68,875000.0,68,71,65,74.5,70.5,66.6,67.0
"CAM,LW,ST",68,1800000.0,67,67,60,77.5,56.833333333333336,72.2,59.5
"LM,LB,LW",68,1100000.0,64,62,66,72.0,58.166666666666664,71.4,54.0
ST,68,900000.0,44,73,68,58.5,67.5,60.2,74.5
ST,68,900000.0,57,72,62,69.0,62.166666666666664,61.2,80.5
"RM,ST",68,950000.0,65,67,64,73.0,57.166666666666664,68.4,67.0
"RW,LW",68,1600000.0,63,51,61,81.5,57.666666666666664,78.2,50.0
"LM,LW",68,950000.0,63,65,68,80.5,55.833333333333336,67.8,68.5
"LB,LWB",68,1000000.0,67,70,57,80.0,52.833333333333336,70.2,60.5
"CAM,CM,LM,ST",68,900000.0,69,68,55,62.0,63.166666666666664,61.8,84.0
ST,68,1200000.0,59,70,59,73.0,64.66666666666667,61.2,74.5
"RW,RM,CM",68,1200000.0,67,64,64,78.0,58.166666666666664,70.6,74.0
"CAM,CF,ST",68,1200000.0,69,64,58,71.5,61.5,71.0,62.0
"RB,CB,RWB",68,675000.0,64,56,61,72.5,53.333333333333336,64.2,72.5
"LM,LW",68,875000.0,67,69,61,80.5,61.333333333333336,71.2,58.0
"ST,RM",68,875000.0,65,68,67,62.5,67.66666666666667,67.6,64.0
"LB,LWB,LM",68,825000.0,66,57,62,78.0,46.5,71.8,68.5
ST,68,1600000.0,65,67,66,80.5,64.33333333333333,70.4,71.0
"LW,LM",68,1900000.0,68,62,65,80.5,57.333333333333336,68.4,64.0
"LW,ST,LM",68,950000.0,67,65,53,76.0,59.166666666666664,75.2,55.0
"LM,LW",68,1500000.0,65,62,58,81.5,58.166666666666664,67.0,69.5
ST,68,900000.0,63,70,65,73.0,64.0,61.8,73.5
ST,68,1900000.0,56,68,60,82.5,61.5,65.8,62.5
"LW,ST,LM",68,900000.0,64,67,66,78.5,64.33333333333333,73.6,69.5
"LW,RW,CM",68,900000.0,67,70,62,72.0,64.5,67.8,61.5
"LM,LWB,LW",68,1200000.0,68,65,62,79.0,40.0,73.0,56.0
"CAM,ST",68,1100000.0,67,65,67,74.5,61.166666666666664,73.0,63.5
ST,68,950000.0,55,64,57,79.0,62.166666666666664,59.0,85.0
ST,68,925000.0,54,71,53,54.0,68.33333333333333,61.8,65.0
"ST,LM",68,1200000.0,55,66,66,80.0,62.666666666666664,69.4,74.0
"LW,LM",68,1200000.0,66,62,60,82.0,58.5,71.2,62.0
ST,68,1000000.0,58,67,72,68.5,65.5,60.0,78.0
LW,68,1500000.0,66,48,62,81.0,62.0,71.2,63.5
"RB,RWB,CB",68,700000.0,65,55,57,75.5,46.5,64.8,71.5
"LB,LWB",68,1100000.0,58,49,56,80.0,43.5,70.0,57.0
ST,68,875000.0,70,75,75,39.0,68.33333333333333,62.4,64.5
ST,68,1300000.0,46,69,68,72.5,64.16666666666667,63.4,72.5
"RM,ST,LM",68,1400000.0,65,66,51,83.0,58.5,69.2,71.5
ST,68,900000.0,66,65,59,70.5,64.5,66.0,81.5
LWB,68,575000.0,68,64,72,78.0,63.333333333333336,72.8,75.5
"ST,LW",68,1700000.0,55,65,58,82.0,65.0,63.4,60.5
ST,68,1200000.0,57,72,63,77.5,62.166666666666664,69.8,63.5
"ST,RW,LW",68,1300000.0,58,72,65,89.5,59.833333333333336,71.2,58.5
ST,68,475000.0,62,67,64,68.5,65.66666666666667,64.2,78.5
"RM,LM,LW,RW",68,950000.0,63,64,66,81.5,61.666666666666664,68.0,73.5
"CAM,LW",68,1300000.0,71,61,65,69.5,60.0,67.6,61.5
"RB,RWB",68,1100000.0,60,48,61,78.5,45.5,66.8,75.0
"ST,CAM",68,1300000.0,59,67,59,82.0,64.16666666666667,73.4,61.5
ST,68,800000.0,62,73,65,66.0,67.33333333333333,59.4,74.0
RW,68,1200000.0,61,67,69,86.5,56.833333333333336,68.8,63.5
ST,68,1100000.0,64,69,68,69.5,60.166666666666664,58.2,78.0
"LW,RW",68,875000.0,66,67,51,80.5,62.166666666666664,68.6,70.0
"CAM,ST",68,1200000.0,64,65,66,90.5,55.333333333333336,74.2,63.0
"ST,RW",68,925000.0,65,72,59,73.0,66.0,62.4,64.0
LWB,68,1700000.0,68,70,71,88.0,51.166666666666664,72.4,61.5
"LM,LW,RM",68,1100000.0,65,68,59,78.0,54.666666666666664,74.2,53.5
ST,68,1500000.0,56,68,48,76.0,58.666666666666664,64.4,66.5
"ST,LW,RW",68,900000.0,63,66,59,70.5,66.5,63.6,72.0
ST,68,1200000.0,54,60,54,65.0,68.16666666666667,60.4,64.5
"LW,CAM,RW,RM",68,1200000.0,64,60,64,91.0,55.0,73.8,73.5
"RB,RWB",68,700000.0,60,55,65,90.5,41.5,70.6,67.0
"RB,CB,RWB",68,675000.0,65,53,65,79.0,43.0,68.6,75.5
"LB,LWB",68,350000.0,58,53,62,77.5,46.833333333333336,76.2,67.5
"LM,LW,ST",68,950000.0,65,63,67,80.5,63.666666666666664,68.0,72.5
ST,68,475000.0,61,56,73,64.0,72.16666666666667,63.8,58.0
"LW,RW",68,1200000.0,69,64,61,81.5,51.0,70.2,51.0
"RM,ST",68,1100000.0,62,71,70,69.0,65.83333333333333,65.8,63.0
ST,68,1600000.0,55,69,63,76.0,64.5,70.0,50.5
"CAM,CM,LW",68,550000.0,69,63,70,64.5,66.33333333333333,71.2,43.5
"RWB,RB",68,925000.0,66,55,61,80.0,43.833333333333336,68.0,76.5
ST,68,575000.0,58,73,60,78.0,65.5,69.0,69.5
ST,68,1300000.0,69,70,59,73.5,62.333333333333336,66.2,58.5
"CAM,LW",68,950000.0,59,68,45,64.0,64.83333333333333,65.8,52.0
"ST,RW",68,900000.0,61,70,62,93.0,61.0,70.0,76.5
